packetId,direction,sourceTaskName,sourceJobId,publishTick,sendTick,receiveTick,sendColumn,receiveColumn,sendInTrace,receiveInTrace
1005,uplink,Sensor,804,40156,40157,40237,3,4,1,1
1007,downlink,Merger,202,40203,40204,40284,13,14,1,1
1006,uplink,Sensor,805,40206,40207,40287,3,4,1,1
1008,uplink,Sensor,806,40256,40257,40337,3,4,1,1
1009,uplink,Sensor,807,40306,40307,40387,3,4,1,1
1010,uplink,Sensor,808,40356,40357,40437,3,4,1,1
1012,downlink,Merger,203,40403,40404,40484,13,14,1,1
1011,uplink,Sensor,809,40406,40407,40487,3,4,1,1
1013,uplink,Sensor,810,40456,40457,40537,3,4,1,1
1014,uplink,Sensor,811,40506,40507,40587,3,4,1,1
1015,uplink,Sensor,812,40556,40557,40637,3,4,1,1
1017,downlink,Merger,204,40603,40604,40684,13,14,1,1
1016,uplink,Sensor,813,40606,40607,40687,3,4,1,1
1018,uplink,Sensor,814,40656,40657,40737,3,4,1,1
1019,uplink,Sensor,815,40706,40707,40787,3,4,1,1
1020,uplink,Sensor,816,40756,40757,40837,3,4,1,1
1022,downlink,Merger,205,40803,40804,40884,13,14,1,1
1021,uplink,Sensor,817,40806,40807,40887,3,4,1,1
1023,uplink,Sensor,818,40856,40857,40937,3,4,1,1
1024,uplink,Sensor,819,40906,40907,40987,3,4,1,1
1025,uplink,Sensor,820,40956,40957,41037,3,4,1,1
1027,downlink,Merger,206,41003,41004,41084,13,14,1,1
1026,uplink,Sensor,821,41006,41007,41087,3,4,1,1
1028,uplink,Sensor,822,41056,41057,41137,3,4,1,1
1029,uplink,Sensor,823,41106,41107,41187,3,4,1,1
1030,uplink,Sensor,824,41156,41157,41237,3,4,1,1
1032,downlink,Merger,207,41203,41204,41284,13,14,1,1
1031,uplink,Sensor,825,41206,41207,41287,3,4,1,1
1033,uplink,Sensor,826,41256,41257,41337,3,4,1,1
1034,uplink,Sensor,827,41306,41307,41387,3,4,1,1
1035,uplink,Sensor,828,41356,41357,41437,3,4,1,1
1037,downlink,Merger,208,41403,41404,41484,13,14,1,1
1036,uplink,Sensor,829,41406,41407,41487,3,4,1,1
1038,uplink,Sensor,830,41456,41457,41537,3,4,1,1
1039,uplink,Sensor,831,41506,41507,41587,3,4,1,1
1040,uplink,Sensor,832,41556,41557,41637,3,4,1,1
1042,downlink,Merger,209,41603,41604,41684,13,14,1,1
1041,uplink,Sensor,833,41606,41607,41687,3,4,1,1
1043,uplink,Sensor,834,41656,41657,41737,3,4,1,1
1044,uplink,Sensor,835,41706,41707,41787,3,4,1,1
1045,uplink,Sensor,836,41756,41757,41837,3,4,1,1
1047,downlink,Merger,210,41803,41804,41884,13,14,1,1
1046,uplink,Sensor,837,41806,41807,41887,3,4,1,1
1048,uplink,Sensor,838,41856,41857,41937,3,4,1,1
1049,uplink,Sensor,839,41906,41907,41987,3,4,1,1
1050,uplink,Sensor,840,41956,41957,42037,3,4,1,1
1052,downlink,Merger,211,42003,42004,42084,13,14,1,1
1051,uplink,Sensor,841,42006,42007,42087,3,4,1,1
1053,uplink,Sensor,842,42056,42057,42137,3,4,1,1
1054,uplink,Sensor,843,42106,42107,42187,3,4,1,1
1055,uplink,Sensor,844,42156,42157,42237,3,4,1,1
1057,downlink,Merger,212,42203,42204,42284,13,14,1,1
1056,uplink,Sensor,845,42206,42207,42287,3,4,1,1
1058,uplink,Sensor,846,42256,42257,42337,3,4,1,1
1059,uplink,Sensor,847,42306,42307,42387,3,4,1,1
1060,uplink,Sensor,848,42356,42357,42437,3,4,1,1
1062,downlink,Merger,213,42403,42404,42484,13,14,1,1
1061,uplink,Sensor,849,42406,42407,42487,3,4,1,1
1063,uplink,Sensor,850,42456,42457,42537,3,4,1,1
1064,uplink,Sensor,851,42506,42507,42587,3,4,1,1
1065,uplink,Sensor,852,42556,42557,42637,3,4,1,1
1067,downlink,Merger,214,42603,42604,42684,13,14,1,1
1066,uplink,Sensor,853,42606,42607,42687,3,4,1,1
1068,uplink,Sensor,854,42656,42657,42737,3,4,1,1
1069,uplink,Sensor,855,42706,42707,42787,3,4,1,1
1070,uplink,Sensor,856,42756,42757,42837,3,4,1,1
1072,downlink,Merger,215,42803,42804,42884,13,14,1,1
1071,uplink,Sensor,857,42806,42807,42887,3,4,1,1
1073,uplink,Sensor,858,42856,42857,42937,3,4,1,1
1074,uplink,Sensor,859,42906,42907,42987,3,4,1,1
1075,uplink,Sensor,860,42956,42957,43037,3,4,1,1
1077,downlink,Merger,216,43003,43004,43084,13,14,1,1
1076,uplink,Sensor,861,43006,43007,43087,3,4,1,1
1078,uplink,Sensor,862,43056,43057,43137,3,4,1,1
1079,uplink,Sensor,863,43106,43107,43187,3,4,1,1
1080,uplink,Sensor,864,43156,43157,43237,3,4,1,1
1082,downlink,Merger,217,43203,43204,43284,13,14,1,1
1081,uplink,Sensor,865,43206,43207,43287,3,4,1,1
1083,uplink,Sensor,866,43256,43257,43337,3,4,1,1
1084,uplink,Sensor,867,43306,43307,43387,3,4,1,1
1085,uplink,Sensor,868,43356,43357,43437,3,4,1,1
1087,downlink,Merger,218,43403,43404,43484,13,14,1,1
1086,uplink,Sensor,869,43406,43407,43487,3,4,1,1
1088,uplink,Sensor,870,43456,43457,43537,3,4,1,1
1089,uplink,Sensor,871,43506,43507,43587,3,4,1,1
1090,uplink,Sensor,872,43556,43557,43637,3,4,1,1
1092,downlink,Merger,219,43603,43604,43684,13,14,1,1
1091,uplink,Sensor,873,43606,43607,43687,3,4,1,1
1093,uplink,Sensor,874,43656,43657,43737,3,4,1,1
1094,uplink,Sensor,875,43706,43707,43787,3,4,1,1
1095,uplink,Sensor,876,43756,43757,43837,3,4,1,1
1097,downlink,Merger,220,43803,43804,43884,13,14,1,1
1096,uplink,Sensor,877,43806,43807,43887,3,4,1,1
1098,uplink,Sensor,878,43856,43857,43937,3,4,1,1
1099,uplink,Sensor,879,43906,43907,43987,3,4,1,1
1100,uplink,Sensor,880,43956,43957,44037,3,4,1,1
1102,downlink,Merger,221,44003,44004,44084,13,14,1,1
1101,uplink,Sensor,881,44006,44007,44087,3,4,1,1
1103,uplink,Sensor,882,44056,44057,44137,3,4,1,1
1104,uplink,Sensor,883,44106,44107,44187,3,4,1,1
1105,uplink,Sensor,884,44156,44157,44237,3,4,1,1
1107,downlink,Merger,222,44203,44204,44284,13,14,1,1
1106,uplink,Sensor,885,44206,44207,44287,3,4,1,1
1108,uplink,Sensor,886,44256,44257,44337,3,4,1,1
1109,uplink,Sensor,887,44306,44307,44387,3,4,1,1
1110,uplink,Sensor,888,44356,44357,44437,3,4,1,1
1112,downlink,Merger,223,44403,44404,44484,13,14,1,1
1111,uplink,Sensor,889,44406,44407,44487,3,4,1,1
1113,uplink,Sensor,890,44456,44457,44537,3,4,1,1
1114,uplink,Sensor,891,44506,44507,44587,3,4,1,1
1115,uplink,Sensor,892,44556,44557,44637,3,4,1,1
1117,downlink,Merger,224,44603,44604,44684,13,14,1,1
1116,uplink,Sensor,893,44606,44607,44687,3,4,1,1
1118,uplink,Sensor,894,44656,44657,44737,3,4,1,1
1119,uplink,Sensor,895,44706,44707,44787,3,4,1,1
1120,uplink,Sensor,896,44756,44757,44837,3,4,1,1
1122,downlink,Merger,225,44803,44804,44884,13,14,1,1
1121,uplink,Sensor,897,44806,44807,44887,3,4,1,1
1123,uplink,Sensor,898,44856,44857,44937,3,4,1,1
1124,uplink,Sensor,899,44906,44907,44987,3,4,1,1
1125,uplink,Sensor,900,44956,44957,45037,3,4,1,1
1127,downlink,Merger,226,45003,45004,45084,13,14,1,1
1126,uplink,Sensor,901,45006,45007,45087,3,4,1,1
1128,uplink,Sensor,902,45056,45057,45137,3,4,1,1
1129,uplink,Sensor,903,45106,45107,45187,3,4,1,1
1130,uplink,Sensor,904,45156,45157,45237,3,4,1,1
1132,downlink,Merger,227,45203,45204,45284,13,14,1,1
1131,uplink,Sensor,905,45206,45207,45287,3,4,1,1
1133,uplink,Sensor,906,45256,45257,45337,3,4,1,1
1134,uplink,Sensor,907,45306,45307,45387,3,4,1,1
1135,uplink,Sensor,908,45356,45357,45437,3,4,1,1
1137,downlink,Merger,228,45403,45404,45484,13,14,1,1
1136,uplink,Sensor,909,45406,45407,45487,3,4,1,1
1138,uplink,Sensor,910,45456,45457,45537,3,4,1,1
1139,uplink,Sensor,911,45506,45507,45587,3,4,1,1
1140,uplink,Sensor,912,45556,45557,45637,3,4,1,1
1142,downlink,Merger,229,45603,45604,45684,13,14,1,1
1141,uplink,Sensor,913,45606,45607,45687,3,4,1,1
1143,uplink,Sensor,914,45656,45657,45737,3,4,1,1
1144,uplink,Sensor,915,45706,45707,45787,3,4,1,1
1145,uplink,Sensor,916,45756,45757,45837,3,4,1,1
1147,downlink,Merger,230,45803,45804,45884,13,14,1,1
1146,uplink,Sensor,917,45806,45807,45887,3,4,1,1
1148,uplink,Sensor,918,45856,45857,45937,3,4,1,1
1149,uplink,Sensor,919,45906,45907,45987,3,4,1,1
1150,uplink,Sensor,920,45956,45957,46037,3,4,1,1
1152,downlink,Merger,231,46003,46004,46084,13,14,1,1
1151,uplink,Sensor,921,46006,46007,46087,3,4,1,1
1153,uplink,Sensor,922,46056,46057,46137,3,4,1,1
1154,uplink,Sensor,923,46106,46107,46187,3,4,1,1
1155,uplink,Sensor,924,46156,46157,46237,3,4,1,1
1157,downlink,Merger,232,46203,46204,46284,13,14,1,1
1156,uplink,Sensor,925,46206,46207,46287,3,4,1,1
1158,uplink,Sensor,926,46256,46257,46337,3,4,1,1
1159,uplink,Sensor,927,46306,46307,46387,3,4,1,1
1160,uplink,Sensor,928,46356,46357,46437,3,4,1,1
1162,downlink,Merger,233,46403,46404,46484,13,14,1,1
1161,uplink,Sensor,929,46406,46407,46487,3,4,1,1
1163,uplink,Sensor,930,46456,46457,46537,3,4,1,1
1164,uplink,Sensor,931,46506,46507,46587,3,4,1,1
1165,uplink,Sensor,932,46556,46557,46637,3,4,1,1
1167,downlink,Merger,234,46603,46604,46684,13,14,1,1
1166,uplink,Sensor,933,46606,46607,46687,3,4,1,1
1168,uplink,Sensor,934,46656,46657,46737,3,4,1,1
1169,uplink,Sensor,935,46706,46707,46787,3,4,1,1
1170,uplink,Sensor,936,46756,46757,46837,3,4,1,1
1172,downlink,Merger,235,46803,46804,46884,13,14,1,1
1171,uplink,Sensor,937,46806,46807,46887,3,4,1,1
1173,uplink,Sensor,938,46856,46857,46937,3,4,1,1
1174,uplink,Sensor,939,46906,46907,46987,3,4,1,1
1175,uplink,Sensor,940,46956,46957,47037,3,4,1,1
1177,downlink,Merger,236,47003,47004,47084,13,14,1,1
1176,uplink,Sensor,941,47006,47007,47087,3,4,1,1
1178,uplink,Sensor,942,47056,47057,47137,3,4,1,1
1179,uplink,Sensor,943,47106,47107,47187,3,4,1,1
1180,uplink,Sensor,944,47156,47157,47237,3,4,1,1
1182,downlink,Merger,237,47203,47204,47284,13,14,1,1
1181,uplink,Sensor,945,47206,47207,47287,3,4,1,1
1183,uplink,Sensor,946,47256,47257,47337,3,4,1,1
1184,uplink,Sensor,947,47306,47307,47387,3,4,1,1
1185,uplink,Sensor,948,47356,47357,47437,3,4,1,1
1187,downlink,Merger,238,47403,47404,47484,13,14,1,1
1186,uplink,Sensor,949,47406,47407,47487,3,4,1,1
1188,uplink,Sensor,950,47456,47457,47537,3,4,1,1
1189,uplink,Sensor,951,47506,47507,47587,3,4,1,1
1190,uplink,Sensor,952,47556,47557,47637,3,4,1,1
1192,downlink,Merger,239,47603,47604,47684,13,14,1,1
1191,uplink,Sensor,953,47606,47607,47687,3,4,1,1
1193,uplink,Sensor,954,47656,47657,47737,3,4,1,1
1194,uplink,Sensor,955,47706,47707,47787,3,4,1,1
1195,uplink,Sensor,956,47756,47757,47837,3,4,1,1
1197,downlink,Merger,240,47803,47804,47884,13,14,1,1
1196,uplink,Sensor,957,47806,47807,47887,3,4,1,1
1198,uplink,Sensor,958,47856,47857,47937,3,4,1,1
1199,uplink,Sensor,959,47906,47907,47987,3,4,1,1
1200,uplink,Sensor,960,47956,47957,48037,3,4,1,1
1202,downlink,Merger,241,48003,48004,48084,13,14,1,1
1201,uplink,Sensor,961,48006,48007,48087,3,4,1,1
1203,uplink,Sensor,962,48056,48057,48137,3,4,1,1
1204,uplink,Sensor,963,48106,48107,48187,3,4,1,1
1205,uplink,Sensor,964,48156,48157,48237,3,4,1,1
1207,downlink,Merger,242,48203,48204,48284,13,14,1,1
1206,uplink,Sensor,965,48206,48207,48287,3,4,1,1
1208,uplink,Sensor,966,48256,48257,48337,3,4,1,1
1209,uplink,Sensor,967,48306,48307,48387,3,4,1,1
1210,uplink,Sensor,968,48356,48357,48437,3,4,1,1
1212,downlink,Merger,243,48403,48404,48484,13,14,1,1
1211,uplink,Sensor,969,48406,48407,48487,3,4,1,1
1213,uplink,Sensor,970,48456,48457,48537,3,4,1,1
1214,uplink,Sensor,971,48506,48507,48587,3,4,1,1
1215,uplink,Sensor,972,48556,48557,48637,3,4,1,1
1217,downlink,Merger,244,48603,48604,48684,13,14,1,1
1216,uplink,Sensor,973,48606,48607,48687,3,4,1,1
1218,uplink,Sensor,974,48656,48657,48737,3,4,1,1
1219,uplink,Sensor,975,48706,48707,48787,3,4,1,1
1220,uplink,Sensor,976,48756,48757,48837,3,4,1,1
1222,downlink,Merger,245,48803,48804,48884,13,14,1,1
1221,uplink,Sensor,977,48806,48807,48887,3,4,1,1
1223,uplink,Sensor,978,48856,48857,48937,3,4,1,1
1224,uplink,Sensor,979,48906,48907,48987,3,4,1,1
1225,uplink,Sensor,980,48956,48957,49037,3,4,1,1
1227,downlink,Merger,246,49003,49004,49084,13,14,1,1
1226,uplink,Sensor,981,49006,49007,49087,3,4,1,1
1228,uplink,Sensor,982,49056,49057,49137,3,4,1,1
1229,uplink,Sensor,983,49106,49107,49187,3,4,1,1
1230,uplink,Sensor,984,49156,49157,49237,3,4,1,1
1232,downlink,Merger,247,49203,49204,49284,13,14,1,1
1231,uplink,Sensor,985,49206,49207,49287,3,4,1,1
1233,uplink,Sensor,986,49256,49257,49337,3,4,1,1
1234,uplink,Sensor,987,49306,49307,49387,3,4,1,1
1235,uplink,Sensor,988,49356,49357,49437,3,4,1,1
1237,downlink,Merger,248,49403,49404,49484,13,14,1,1
1236,uplink,Sensor,989,49406,49407,49487,3,4,1,1
1238,uplink,Sensor,990,49456,49457,49537,3,4,1,1
1239,uplink,Sensor,991,49506,49507,49587,3,4,1,1
1240,uplink,Sensor,992,49556,49557,49637,3,4,1,1
1242,downlink,Merger,249,49603,49604,49684,13,14,1,1
1241,uplink,Sensor,993,49606,49607,49687,3,4,1,1
1243,uplink,Sensor,994,49656,49657,49737,3,4,1,1
1244,uplink,Sensor,995,49706,49707,49787,3,4,1,1
1245,uplink,Sensor,996,49756,49757,49837,3,4,1,1
1247,downlink,Merger,250,49803,49804,49884,13,14,1,1
1246,uplink,Sensor,997,49806,49807,49887,3,4,1,1
1248,uplink,Sensor,998,49856,49857,49937,3,4,1,1
1249,uplink,Sensor,999,49906,49907,49987,3,4,1,1
1250,uplink,Sensor,1000,49956,49957,50037,3,4,1,1
1252,downlink,Merger,251,50003,50004,50084,13,14,1,1
1251,uplink,Sensor,1001,50006,50007,50087,3,4,1,1
1253,uplink,Sensor,1002,50056,50057,50137,3,4,1,1
1254,uplink,Sensor,1003,50106,50107,50187,3,4,1,1
1255,uplink,Sensor,1004,50156,50157,50237,3,4,1,1
1257,downlink,Merger,252,50203,50204,50284,13,14,1,1
1256,uplink,Sensor,1005,50206,50207,50287,3,4,1,1
1258,uplink,Sensor,1006,50256,50257,50337,3,4,1,1
1259,uplink,Sensor,1007,50306,50307,50387,3,4,1,1
1260,uplink,Sensor,1008,50356,50357,50437,3,4,1,1
1262,downlink,Merger,253,50403,50404,50484,13,14,1,1
1261,uplink,Sensor,1009,50406,50407,50487,3,4,1,1
1263,uplink,Sensor,1010,50456,50457,50537,3,4,1,1
1264,uplink,Sensor,1011,50506,50507,50587,3,4,1,1
1265,uplink,Sensor,1012,50556,50557,50637,3,4,1,1
1267,downlink,Merger,254,50603,50604,50684,13,14,1,1
1266,uplink,Sensor,1013,50606,50607,50687,3,4,1,1
1268,uplink,Sensor,1014,50656,50657,50737,3,4,1,1
1269,uplink,Sensor,1015,50706,50707,50787,3,4,1,1
1270,uplink,Sensor,1016,50756,50757,50837,3,4,1,1
1272,downlink,Merger,255,50803,50804,50884,13,14,1,1
1271,uplink,Sensor,1017,50806,50807,50887,3,4,1,1
1273,uplink,Sensor,1018,50856,50857,50937,3,4,1,1
1274,uplink,Sensor,1019,50906,50907,50987,3,4,1,1
1275,uplink,Sensor,1020,50956,50957,51037,3,4,1,1
1277,downlink,Merger,256,51003,51004,51084,13,14,1,1
1276,uplink,Sensor,1021,51006,51007,51087,3,4,1,1
1278,uplink,Sensor,1022,51056,51057,51137,3,4,1,1
1279,uplink,Sensor,1023,51106,51107,51187,3,4,1,1
1280,uplink,Sensor,1024,51156,51157,51237,3,4,1,1
1282,downlink,Merger,257,51203,51204,51284,13,14,1,1
1281,uplink,Sensor,1025,51206,51207,51287,3,4,1,1
1283,uplink,Sensor,1026,51256,51257,51337,3,4,1,1
1284,uplink,Sensor,1027,51306,51307,51387,3,4,1,1
1285,uplink,Sensor,1028,51356,51357,51437,3,4,1,1
1287,downlink,Merger,258,51403,51404,51484,13,14,1,1
1286,uplink,Sensor,1029,51406,51407,51487,3,4,1,1
1288,uplink,Sensor,1030,51456,51457,51537,3,4,1,1
1289,uplink,Sensor,1031,51506,51507,51587,3,4,1,1
1290,uplink,Sensor,1032,51556,51557,51637,3,4,1,1
1292,downlink,Merger,259,51603,51604,51684,13,14,1,1
1291,uplink,Sensor,1033,51606,51607,51687,3,4,1,1
1293,uplink,Sensor,1034,51656,51657,51737,3,4,1,1
1294,uplink,Sensor,1035,51706,51707,51787,3,4,1,1
1295,uplink,Sensor,1036,51756,51757,51837,3,4,1,1
1297,downlink,Merger,260,51803,51804,51884,13,14,1,1
1296,uplink,Sensor,1037,51806,51807,51887,3,4,1,1
1298,uplink,Sensor,1038,51856,51857,51937,3,4,1,1
1299,uplink,Sensor,1039,51906,51907,51987,3,4,1,1
1300,uplink,Sensor,1040,51956,51957,52037,3,4,1,1
1302,downlink,Merger,261,52003,52004,52084,13,14,1,1
1301,uplink,Sensor,1041,52006,52007,52087,3,4,1,1
1303,uplink,Sensor,1042,52056,52057,52137,3,4,1,1
1304,uplink,Sensor,1043,52106,52107,52187,3,4,1,1
1305,uplink,Sensor,1044,52156,52157,52237,3,4,1,1
1307,downlink,Merger,262,52203,52204,52284,13,14,1,1
1306,uplink,Sensor,1045,52206,52207,52287,3,4,1,1
1308,uplink,Sensor,1046,52256,52257,52337,3,4,1,1
1309,uplink,Sensor,1047,52306,52307,52387,3,4,1,1
1310,uplink,Sensor,1048,52356,52357,52437,3,4,1,1
1312,downlink,Merger,263,52403,52404,52484,13,14,1,1
1311,uplink,Sensor,1049,52406,52407,52487,3,4,1,1
1313,uplink,Sensor,1050,52456,52457,52537,3,4,1,1
1314,uplink,Sensor,1051,52506,52507,52587,3,4,1,1
1315,uplink,Sensor,1052,52556,52557,52637,3,4,1,1
1317,downlink,Merger,264,52603,52604,52684,13,14,1,1
1316,uplink,Sensor,1053,52606,52607,52687,3,4,1,1
1318,uplink,Sensor,1054,52656,52657,52737,3,4,1,1
1319,uplink,Sensor,1055,52706,52707,52787,3,4,1,1
1320,uplink,Sensor,1056,52756,52757,52837,3,4,1,1
1322,downlink,Merger,265,52803,52804,52884,13,14,1,1
1321,uplink,Sensor,1057,52806,52807,52887,3,4,1,1
1323,uplink,Sensor,1058,52856,52857,52937,3,4,1,1
1324,uplink,Sensor,1059,52906,52907,52987,3,4,1,1
1325,uplink,Sensor,1060,52956,52957,53037,3,4,1,1
1327,downlink,Merger,266,53003,53004,53084,13,14,1,1
1326,uplink,Sensor,1061,53006,53007,53087,3,4,1,1
1328,uplink,Sensor,1062,53056,53057,53137,3,4,1,1
1329,uplink,Sensor,1063,53106,53107,53187,3,4,1,1
1330,uplink,Sensor,1064,53156,53157,53237,3,4,1,1
1332,downlink,Merger,267,53203,53204,53284,13,14,1,1
1331,uplink,Sensor,1065,53206,53207,53287,3,4,1,1
1333,uplink,Sensor,1066,53256,53257,53337,3,4,1,1
1334,uplink,Sensor,1067,53306,53307,53387,3,4,1,1
1335,uplink,Sensor,1068,53356,53357,53437,3,4,1,1
1337,downlink,Merger,268,53403,53404,53484,13,14,1,1
1336,uplink,Sensor,1069,53406,53407,53487,3,4,1,1
1338,uplink,Sensor,1070,53456,53457,53537,3,4,1,1
1339,uplink,Sensor,1071,53506,53507,53587,3,4,1,1
1340,uplink,Sensor,1072,53556,53557,53637,3,4,1,1
1342,downlink,Merger,269,53603,53604,53684,13,14,1,1
1341,uplink,Sensor,1073,53606,53607,53687,3,4,1,1
1343,uplink,Sensor,1074,53656,53657,53737,3,4,1,1
1344,uplink,Sensor,1075,53706,53707,53787,3,4,1,1
1345,uplink,Sensor,1076,53756,53757,53837,3,4,1,1
1347,downlink,Merger,270,53803,53804,53884,13,14,1,1
1346,uplink,Sensor,1077,53806,53807,53887,3,4,1,1
1348,uplink,Sensor,1078,53856,53857,53937,3,4,1,1
1349,uplink,Sensor,1079,53906,53907,53987,3,4,1,1
1350,uplink,Sensor,1080,53956,53957,54037,3,4,1,1
1352,downlink,Merger,271,54003,54004,54084,13,14,1,1
1351,uplink,Sensor,1081,54006,54007,54087,3,4,1,1
1353,uplink,Sensor,1082,54056,54057,54137,3,4,1,1
1354,uplink,Sensor,1083,54106,54107,54187,3,4,1,1
1355,uplink,Sensor,1084,54156,54157,54237,3,4,1,1
1357,downlink,Merger,272,54203,54204,54284,13,14,1,1
1356,uplink,Sensor,1085,54206,54207,54287,3,4,1,1
1358,uplink,Sensor,1086,54256,54257,54337,3,4,1,1
1359,uplink,Sensor,1087,54306,54307,54387,3,4,1,1
1360,uplink,Sensor,1088,54356,54357,54437,3,4,1,1
1362,downlink,Merger,273,54403,54404,54484,13,14,1,1
1361,uplink,Sensor,1089,54406,54407,54487,3,4,1,1
1363,uplink,Sensor,1090,54456,54457,54537,3,4,1,1
1364,uplink,Sensor,1091,54506,54507,54587,3,4,1,1
1365,uplink,Sensor,1092,54556,54557,54637,3,4,1,1
1367,downlink,Merger,274,54603,54604,54684,13,14,1,1
1366,uplink,Sensor,1093,54606,54607,54687,3,4,1,1
1368,uplink,Sensor,1094,54656,54657,54737,3,4,1,1
1369,uplink,Sensor,1095,54706,54707,54787,3,4,1,1
1370,uplink,Sensor,1096,54756,54757,54837,3,4,1,1
1372,downlink,Merger,275,54803,54804,54884,13,14,1,1
1371,uplink,Sensor,1097,54806,54807,54887,3,4,1,1
1373,uplink,Sensor,1098,54856,54857,54937,3,4,1,1
1374,uplink,Sensor,1099,54906,54907,54987,3,4,1,1
1375,uplink,Sensor,1100,54956,54957,55037,3,4,1,1
1377,downlink,Merger,276,55003,55004,55084,13,14,1,1
1376,uplink,Sensor,1101,55006,55007,55087,3,4,1,1
1378,uplink,Sensor,1102,55056,55057,55137,3,4,1,1
1379,uplink,Sensor,1103,55106,55107,55187,3,4,1,1
1380,uplink,Sensor,1104,55156,55157,55237,3,4,1,1
1382,downlink,Merger,277,55203,55204,55284,13,14,1,1
1381,uplink,Sensor,1105,55206,55207,55287,3,4,1,1
1383,uplink,Sensor,1106,55256,55257,55337,3,4,1,1
1384,uplink,Sensor,1107,55306,55307,55387,3,4,1,1
1385,uplink,Sensor,1108,55356,55357,55437,3,4,1,1
1387,downlink,Merger,278,55403,55404,55484,13,14,1,1
1386,uplink,Sensor,1109,55406,55407,55487,3,4,1,1
1388,uplink,Sensor,1110,55456,55457,55537,3,4,1,1
1389,uplink,Sensor,1111,55506,55507,55587,3,4,1,1
1390,uplink,Sensor,1112,55556,55557,55637,3,4,1,1
1392,downlink,Merger,279,55603,55604,55684,13,14,1,1
1391,uplink,Sensor,1113,55606,55607,55687,3,4,1,1
1393,uplink,Sensor,1114,55656,55657,55737,3,4,1,1
1394,uplink,Sensor,1115,55706,55707,55787,3,4,1,1
1395,uplink,Sensor,1116,55756,55757,55837,3,4,1,1
1397,downlink,Merger,280,55803,55804,55884,13,14,1,1
1396,uplink,Sensor,1117,55806,55807,55887,3,4,1,1
1398,uplink,Sensor,1118,55856,55857,55937,3,4,1,1
1399,uplink,Sensor,1119,55906,55907,55987,3,4,1,1
1400,uplink,Sensor,1120,55956,55957,56037,3,4,1,1
1402,downlink,Merger,281,56003,56004,56084,13,14,1,1
1401,uplink,Sensor,1121,56006,56007,56087,3,4,1,1
1403,uplink,Sensor,1122,56056,56057,56137,3,4,1,1
1404,uplink,Sensor,1123,56106,56107,56187,3,4,1,1
1405,uplink,Sensor,1124,56156,56157,56237,3,4,1,1
1407,downlink,Merger,282,56203,56204,56284,13,14,1,1
1406,uplink,Sensor,1125,56206,56207,56287,3,4,1,1
1408,uplink,Sensor,1126,56256,56257,56337,3,4,1,1
1409,uplink,Sensor,1127,56306,56307,56387,3,4,1,1
1410,uplink,Sensor,1128,56356,56357,56437,3,4,1,1
1412,downlink,Merger,283,56403,56404,56484,13,14,1,1
1411,uplink,Sensor,1129,56406,56407,56487,3,4,1,1
1413,uplink,Sensor,1130,56456,56457,56537,3,4,1,1
1414,uplink,Sensor,1131,56506,56507,56587,3,4,1,1
1415,uplink,Sensor,1132,56556,56557,56637,3,4,1,1
1417,downlink,Merger,284,56603,56604,56684,13,14,1,1
1416,uplink,Sensor,1133,56606,56607,56687,3,4,1,1
1418,uplink,Sensor,1134,56656,56657,56737,3,4,1,1
1419,uplink,Sensor,1135,56706,56707,56787,3,4,1,1
1420,uplink,Sensor,1136,56756,56757,56837,3,4,1,1
1422,downlink,Merger,285,56803,56804,56884,13,14,1,1
1421,uplink,Sensor,1137,56806,56807,56887,3,4,1,1
1423,uplink,Sensor,1138,56856,56857,56937,3,4,1,1
1424,uplink,Sensor,1139,56906,56907,56987,3,4,1,1
1425,uplink,Sensor,1140,56956,56957,57037,3,4,1,1
1427,downlink,Merger,286,57003,57004,57084,13,14,1,1
1426,uplink,Sensor,1141,57006,57007,57087,3,4,1,1
1428,uplink,Sensor,1142,57056,57057,57137,3,4,1,1
1429,uplink,Sensor,1143,57106,57107,57187,3,4,1,1
1430,uplink,Sensor,1144,57156,57157,57237,3,4,1,1
1432,downlink,Merger,287,57203,57204,57284,13,14,1,1
1431,uplink,Sensor,1145,57206,57207,57287,3,4,1,1
1433,uplink,Sensor,1146,57256,57257,57337,3,4,1,1
1434,uplink,Sensor,1147,57306,57307,57387,3,4,1,1
1435,uplink,Sensor,1148,57356,57357,57437,3,4,1,1
1437,downlink,Merger,288,57403,57404,57484,13,14,1,1
1436,uplink,Sensor,1149,57406,57407,57487,3,4,1,1
1438,uplink,Sensor,1150,57456,57457,57537,3,4,1,1
1439,uplink,Sensor,1151,57506,57507,57587,3,4,1,1
1440,uplink,Sensor,1152,57556,57557,57637,3,4,1,1
1442,downlink,Merger,289,57603,57604,57684,13,14,1,1
1441,uplink,Sensor,1153,57606,57607,57687,3,4,1,1
1443,uplink,Sensor,1154,57656,57657,57737,3,4,1,1
1444,uplink,Sensor,1155,57706,57707,57787,3,4,1,1
1445,uplink,Sensor,1156,57756,57757,57837,3,4,1,1
1447,downlink,Merger,290,57803,57804,57884,13,14,1,1
1446,uplink,Sensor,1157,57806,57807,57887,3,4,1,1
1448,uplink,Sensor,1158,57856,57857,57937,3,4,1,1
1449,uplink,Sensor,1159,57906,57907,57987,3,4,1,1
1450,uplink,Sensor,1160,57956,57957,58037,3,4,1,1
1452,downlink,Merger,291,58003,58004,58084,13,14,1,1
